

*******************************************************************************
Ephemeris / WWW_USER Sat Jun  6 17:48:07 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar099}
Center body name: Sun (10)                        {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2024-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2026-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 695700.0, 0.0              {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460420.500000000, A.D. 2024-Apr-20 00:00:00.0000,  1.121242214186488E+00, -8.030735203674166E-01, -4.387445426642930E-02,  8.509525267038449E-03,  1.144450769802574E-02,  3.431606204268501E-05,
2460421.500000000, A.D. 2024-Apr-21 00:00:00.0000,  1.129829742430981E+00, -7.915910286527046E-01, -4.385525825037718E-02,  8.665468162163141E-03,  1.153198522496837E-02,  4.429230312537476E-06,
2460422.500000000, A.D. 2024-Apr-22 00:00:00.0000,  1.138570152040193E+00, -7.799867327219874E-01, -4.386454102876411E-02,  8.812431905845136E-03,  1.168777177044607E-02, -2.229971838215581E-05,
2460423.500000000, A.D. 2024-Apr-23 00:00:00.0000,  1.147446029173294E+00, -7.681940598150508E-01, -4.389815779189769E-02,  8.933714872354845E-03,  1.190770007764181E-02, -4.393936185128262E-05,
2460424.500000000, A.D. 2024-Apr-24 00:00:00.0000,  1.156423928735791E+00, -7.561526335873885E-01, -4.395017846660339E-02,  9.014120285856343E-03,  1.218360780509439E-02, -5.886886021719003E-05,
2460425.500000000, A.D. 2024-Apr-25 00:00:00.0000,  1.165456353199864E+00, -7.438120400131912E-01, -4.401324959178473E-02,  9.040883906633034E-03,  1.250383439740344E-02, -6.587683140631276E-05,
2460426.500000000, A.D. 2024-Apr-26 00:00:00.0000,  1.174484589340312E+00, -7.311349866513983E-01, -4.407904302925456E-02,  9.004453416956945E-03,  1.285393127906978E-02, -6.423526491876201E-05,
2460427.500000000, A.D. 2024-Apr-27 00:00:00.0000,  1.183442229927688E+00, -7.180996626184032E-01, -4.413876414919476E-02,  8.899071968631817E-03,  1.321754207064608E-02, -5.374396014970758E-05,
2460428.500000000, A.D. 2024-Apr-28 00:00:00.0000,  1.192259165655086E+00, -7.047011553489059E-01, -4.418368850354695E-02,  8.723130300861220E-03,  1.357739915455160E-02, -3.474277555161525E-05,
2460429.500000000, A.D. 2024-Apr-29 00:00:00.0000,  1.200865803901525E+00, -6.909518377411662E-01, -4.420569426354650E-02,  8.479265964782982E-03,  1.391637582346639E-02, -8.090945144888281E-06,
2460430.500000000, A.D. 2024-Apr-30 00:00:00.0000,  1.209197257101731E+00, -6.768807020644936E-01, -4.419775795533055E-02,  8.174203611508349E-03,  1.421852985312780E-02,  2.488527282279497E-05,
2460431.500000000, A.D. 2024-May-01 00:00:00.0000,  1.217197245344559E+00, -6.625316812270849E-01, -4.415438326513445E-02,  7.818346080166915E-03,  1.447007485978659E-02,  6.247342314641126E-05,
2460432.500000000, A.D. 2024-May-02 00:00:00.0000,  1.224821475248393E+00, -6.479610597476548E-01, -4.407193676722346E-02,  7.425141217059336E-03,  1.466022021126277E-02,  1.026792291257510E-04,
2460433.500000000, A.D. 2024-May-03 00:00:00.0000,  1.232040289097306E+00, -6.332341322810385E-01, -4.394887010383049E-02,  7.010263038243620E-03,  1.478182828965909E-02,  1.433481508052905E-04,
2460434.500000000, A.D. 2024-May-04 00:00:00.0000,  1.238840422717255E+00, -6.184213134297746E-01, -4.378581506986996E-02,  6.590657165374125E-03,  1.483184904104336E-02,  1.822967145121036E-04,
2460435.500000000, A.D. 2024-May-05 00:00:00.0000,  1.245225764914766E+00, -6.035939360313773E-01, -4.358554580408266E-02,  6.183508734940104E-03,  1.481150530760969E-02,  2.174456076813176E-04,
2460436.500000000, A.D. 2024-May-06 00:00:00.0000,  1.251217072180330E+00, -5.888199941048721E-01, -4.335281039127460E-02,  5.805195710060464E-03,  1.472621762831228E-02,  2.469464237255631E-04,
2460437.500000000, A.D. 2024-May-07 00:00:00.0000,  1.256850656063427E+00, -5.741600900140449E-01, -4.309404214370419E-02,  5.470291415061168E-03,  1.458527309391085E-02,  2.692943294552920E-04,
2460438.500000000, A.D. 2024-May-08 00:00:00.0000,  1.262176123268854E+00, -5.596638329535549E-01, -4.281696816683772E-02,  5.190677114349408E-03,  1.440125845545314E-02,  2.834197852854363E-04,
2460439.500000000, A.D. 2024-May-09 00:00:00.0000,  1.267253306283850E+00, -5.453669083454603E-01, -4.253013907755013E-02,  4.974818753832256E-03,  1.418929205240973E-02,  2.887537221369451E-04,
2460440.500000000, A.D. 2024-May-10 00:00:00.0000,  1.272148571701932E+00, -5.312889968236459E-01, -4.224240855006657E-02,  4.827251974540627E-03,  1.396610139064689E-02,  2.852621964396790E-04,
2460441.500000000, A.D. 2024-May-11 00:00:00.0000,  1.276930731354850E+00, -5.174326696773213E-01, -4.196239442426241E-02,  4.748306795717500E-03,  1.374900262074305E-02,  2.734484122781236E-04,
2460442.500000000, A.D. 2024-May-12 00:00:00.0000,  1.281666805583985E+00, -5.037833280836359E-01, -4.169795423567931E-02,  4.734088740214674E-03,  1.355484414940681E-02,  2.543219945149814E-04,
2460443.500000000, A.D. 2024-May-13 00:00:00.0000,  1.286417896998229E+00, -4.903101898150630E-01, -4.145570714742729E-02,  4.776717550408034E-03,  1.339897879663284E-02,  2.293373875422092E-04,
2460444.500000000, A.D. 2024-May-14 00:00:00.0000,  1.291235426326870E+00, -4.769682632377724E-01, -4.124063143432910E-02,  4.864808948107528E-03,  1.329432716828562E-02,  2.003051311070480E-04,
2460445.500000000, A.D. 2024-May-15 00:00:00.0000,  1.296157959895569E+00, -4.637011882152766E-01, -4.105576206228520E-02,  4.984170065819885E-03,  1.325058935055057E-02,  1.692814212540657E-04,
2460446.500000000, A.D. 2024-May-16 00:00:00.0000,  1.301208822178986E+00, -4.504447706698037E-01, -4.090200680257553E-02,  5.118666139579018E-03,  1.327365298900762E-02,  1.384426923174019E-04,
2460447.500000000, A.D. 2024-May-17 00:00:00.0000,  1.306394639014100E+00, -4.371309952576055E-01, -4.077809209376410E-02,  5.251205615920882E-03,  1.336523384880412E-02,  1.099528674490907E-04,
2460448.500000000, A.D. 2024-May-18 00:00:00.0000,  1.311704900310514E+00, -4.236922714623789E-01, -4.068064195269500E-02,  5.364783611807533E-03,  1.352277078635835E-02,  8.583136996076379E-05,
2460449.500000000, A.D. 2024-May-19 00:00:00.0000,  1.317112568927590E+00, -4.100656541783087E-01, -4.060438512268435E-02,  5.443520100501277E-03,  1.373958154257187E-02,  6.782994455181718E-05,
2460450.500000000, A.D. 2024-May-20 00:00:00.0000,  1.322575698595700E+00, -3.961967814083797E-01, -4.054247782695869E-02,  5.473629511100963E-03,  1.400526984602244E-02,  5.732580215108340E-05,
2460451.500000000, A.D. 2024-May-21 00:00:00.0000,  1.328039962231971E+00, -3.820432889516786E-01, -4.048692244651199E-02,  5.444262615438888E-03,  1.430635899366234E-02,  5.523760493722727E-05,
2460452.500000000, A.D. 2024-May-22 00:00:00.0000,  1.333441936489975E+00, -3.675774938450059E-01, -4.042905659321127E-02,  5.348169367501867E-03,  1.462711328152254E-02,  6.196941458987934E-05,
2460453.500000000, A.D. 2024-May-23 00:00:00.0000,  1.338712942270337E+00, -3.527881829139267E-01, -4.036008275663980E-02,  5.182142282273046E-03,  1.495049720296282E-02,  7.738601995353018E-05,
2460454.500000000, A.D. 2024-May-24 00:00:00.0000,  1.343783207017252E+00, -3.376813973553303E-01, -4.027160622853944E-02,  4.947213325883187E-03,  1.525921392161487E-02,  1.008211446820248E-04,
2460455.500000000, A.D. 2024-May-25 00:00:00.0000,  1.348586095003945E+00, -3.222801654898572E-01, -4.015614850368637E-02,  4.648592315291779E-03,  1.553675969462235E-02,  1.311180321464892E-04,
2460456.500000000, A.D. 2024-May-26 00:00:00.0000,  1.353062147665219E+00, -3.066231999573139E-01, -4.000760485183037E-02,  4.295350574979531E-03,  1.576842996097634E-02,  1.666999372826871E-04,
2460457.500000000, A.D. 2024-May-27 00:00:00.0000,  1.357162687618289E+00, -2.907626387727292E-01, -3.982161815996415E-02,  3.899869128215717E-03,  1.594221575355944E-02,  2.056662328489442E-04,
2460458.500000000, A.D. 2024-May-28 00:00:00.0000,  1.360852766616304E+00, -2.747609679638293E-01, -3.959584624943328E-02,  3.477085072949949E-03,  1.604953577054135E-02,  2.459082681143808E-04,
2460459.500000000, A.D. 2024-May-29 00:00:00.0000,  1.364113277681408E+00, -2.586873134145606E-01, -3.933010636724815E-02,  3.043582103317079E-03,  1.608575946059906E-02,  2.852379109634133E-04,
2460460.500000000, A.D. 2024-May-30 00:00:00.0000,  1.366942102628484E+00, -2.426133280009109E-01, -3.902638804018447E-02,  2.616580631163684E-03,  1.605048922159994E-02,  3.215209356643610E-04,
2460461.500000000, A.D. 2024-May-31 00:00:00.0000,  1.369354225009462E+00, -2.266089247819263E-01, -3.868873350748200E-02,  2.212889080136345E-03,  1.594758450499548E-02,  3.528071251485175E-04,
2460462.500000000, A.D. 2024-Jun-01 00:00:00.0000,  1.371380801593051E+00, -2.107381163970139E-01, -3.832299302301558E-02,  1.847880302397351E-03,  1.578492636303582E-02,  3.774491529392285E-04,
2460463.500000000, A.D. 2024-Jun-02 00:00:00.0000,  1.373067248997793E+00, -1.950552143457785E-01, -3.793646994754363E-02,  1.534555539142635E-03,  1.557393680649659E-02,  3.942029930437633E-04,
2460464.500000000, A.D. 2024-Jun-03 00:00:00.0000,  1.374470462146250E+00, -1.796016198816994E-01, -3.753747727102168E-02,  1.282752995187503E-03,  1.532888227979781E-02,  4.023037376747929E-04,
2460465.500000000, A.D. 2024-Jun-04 00:00:00.0000,  1.375655334145312E+00, -1.644034021753755E-01, -3.713483260534086E-02,  1.098549275111331E-03,  1.506600371220512E-02,  4.015122034825674E-04,
2460466.500000000, A.D. 2024-Jun-05 00:00:00.0000,  1.376690789794735E+00, -1.494698113987064E-01, -3.673732244027737E-02,  9.838901763600146E-04,  1.480252618780746E-02,  3.921294850593982E-04,
2460467.500000000, A.D. 2024-Jun-06 00:00:00.0000,  1.377645574583274E+00, -1.347928173754283E-01, -3.635316833010844E-02,  9.364733559243884E-04,  1.455560862761159E-02,  3.749785668719546E-04,
2460468.500000000, A.D. 2024-Jun-07 00:00:00.0000,  1.378584055939702E+00, -1.203477019098096E-01, -3.598952756022827E-02,  9.498900307167328E-04,  1.434129752794235E-02,  3.513541121398859E-04,
2460469.500000000, A.D. 2024-Jun-08 00:00:00.0000,  1.379562292757121E+00, -1.060946686557987E-01, -3.565205874006932E-02,  1.014017076210148E-03,  1.417354854399248E-02,  3.229434873523720E-04,
2460470.500000000, A.D. 2024-Jun-09 00:00:00.0000,  1.380624612851090E+00, -9.198137234207088E-02, -3.534457880987891E-02,  1.115635614149237E-03,  1.406337557984607E-02,  2.917238380770600E-04,
2460471.500000000, A.D. 2024-Jun-10 00:00:00.0000,  1.381800907041519E+00, -7.794621310976141E-02, -3.506883237550679E-02,  1.239238360857534E-03,  1.401817928236791E-02,  2.598414970566594E-04,
2460472.500000000, A.D. 2024-Jun-11 00:00:00.0000,  1.383104804851094E+00, -6.392219506790947E-02, -3.482438743613597E-02,  1.367976500665133E-03,  1.404129588698773E-02,  2.294810811251167E-04,
2460473.500000000, A.D. 2024-Jun-12 00:00:00.0000,  1.384532843053872E+00, -4.984111376923613E-02, -3.460866386237450E-02,  1.484688354140079E-03,  1.413179391530742E-02,  2.027322553537176E-04,
2460474.500000000, A.D. 2024-Jun-13 00:00:00.0000,  1.386064677766627E+00, -3.563781725191694E-02, -3.441709288712303E-02,  1.572947121726807E-03,  1.428453111333530E-02,  1.814622857532048E-04,
2460475.500000000, A.D. 2024-Jun-14 00:00:00.0000,  1.387664327145249E+00, -2.125428080601545E-02, -3.424339788332655E-02,  1.618063810644601E-03,  1.449046815687214E-02,  1.672021537312702E-04,
2460476.500000000, A.D. 2024-Jun-15 00:00:00.0000,  1.389282368907607E+00, -6.643246982135535E-03, -3.407997930781732E-02,  1.607984188323105E-03,  1.473721999904833E-02,  1.610531777565431E-04,
2460477.500000000, A.D. 2024-Jun-16 00:00:00.0000,  1.390858958682705E+00,  8.228791128651136E-03, -3.391838033900706E-02,  1.534025078686595E-03,  1.500981124807775E-02,  1.636198323455047E-04,
2460478.500000000, A.D. 2024-Jun-17 00:00:00.0000,  1.392327485133849E+00,  2.337944526969575E-02, -3.374980481526189E-02,  1.391405109972908E-03,  1.529158952196306E-02,  1.749728588631279E-04,
2460479.500000000, A.D. 2024-Jun-18 00:00:00.0000,  1.393618638974414E+00,  3.880925683848813E-02, -3.356565589116548E-02,  1.179537540647797E-03,  1.556524108293164E-02,  1.946449220118311E-04,
2460480.500000000, A.D. 2024-Jun-19 00:00:00.0000,  1.394664647757769E+00,  5.450156282929876E-02, -3.335806256582682E-02,  9.020672980302894E-04,  1.581384681285170E-02,  2.216590806751351E-04,
2460481.500000000, A.D. 2024-Jun-20 00:00:00.0000,  1.395403418215676E+00,  7.042341109226495E-02, -3.312036197755534E-02,  5.666499730467903E-04,  1.602191414223997E-02,  2.545883361310568E-04,
2460482.500000000, A.D. 2024-Jun-21 00:00:00.0000,  1.395782333556121E+00,  8.652746911769141E-02, -3.284750805641369E-02,  1.844862540660899E-04,  1.617632201541267E-02,  2.916426237047697E-04,
2460483.500000000, A.D. 2024-Jun-22 00:00:00.0000,  1.395761474168915E+00,  1.027548099732593E-01, -3.253638161589595E-02, -2.303598074030645E-04,  1.626712126684901E-02,  3.307779409574604E-04,
2460484.500000000, A.D. 2024-Jun-23 00:00:00.0000,  1.395316065344969E+00,  1.190384055379059E-01, -3.218598297458625E-02, -6.618171285320530E-04,  1.628814159829535E-02,  3.698209568897467E-04,
2460485.500000000, A.D. 2024-Jun-24 00:00:00.0000,  1.394438002749734E+00,  1.353071140489148E-01, -3.179749536206900E-02, -1.092786311947610E-03,  1.623736815330258E-02,  4.066015056103047E-04,
2460486.500000000, A.D. 2024-Jun-25 00:00:00.0000,  1.393136362626664E+00,  1.514899188366312E-01, -3.137421524287983E-02, -1.506181077151367E-03,  1.611706474027078E-02,  4.390848899769620E-04,
2460487.500000000, A.D. 2024-Jun-26 00:00:00.0000,  1.391436865611981E+00,  1.675201598031672E-01, -3.092135380665285E-02, -1.885968906897347E-03,  1.593363618678841E-02,  4.654959288868885E-04,
2460488.500000000, A.D. 2024-Jun-27 00:00:00.0000,  1.389380326844598E+00,  1.833394996437540E-01, -3.044572172767070E-02, -2.218147448559554E-03,  1.569723820541907E-02,  4.844271807202328E-04,
2460489.500000000, A.D. 2024-Jun-28 00:00:00.0000,  1.387020186866456E+00,  1.989013829848301E-01, -2.995531641475241E-02, -2.491597133468825E-03,  1.542115855440178E-02,  4.949247432212322E-04,
2460490.500000000, A.D. 2024-Jun-29 00:00:00.0000,  1.384419273859270E+00,  2.141737775330331E-01, -2.945883691877400E-02, -2.698758030517588E-03,  1.512100723023015E-02,  4.965464006104411E-04,
2460491.500000000, A.D. 2024-Jun-30 00:00:00.0000,  1.381645994634052E+00,  2.291410301075571E-01, -2.896515607669892E-02, -2.836089659660661E-03,  1.481376507560224E-02,  4.893885713902006E-04,
2460492.500000000, A.D. 2024-Jul-01 00:00:00.0000,  1.378770186620942E+00,  2.438047243976249E-01, -2.848278207823569E-02, -2.904285717275031E-03,  1.451674881901850E-02,  4.740804090251946E-04,
2460493.500000000, A.D. 2024-Jul-02 00:00:00.0000,  1.375858883776132E+00,  2.581834881582383E-01, -2.801934228559784E-02, -2.908230620736597E-03,  1.424655565634054E-02,  4.517454154810443E-04,
2460494.500000000, A.D. 2024-Jul-03 00:00:00.0000,  1.372972254571552E+00,  2.723117616177152E-01, -2.758112077983972E-02, -2.856700536495695E-03,  1.401805172385123E-02,  4.239329145541998E-04,
2460495.500000000, A.D. 2024-Jul-04 00:00:00.0000,  1.370159959740963E+00,  2.862376022109638E-01, -2.717267783174371E-02, -2.761827128149920E-03,  1.384346613584428E-02,  3.925235659629383E-04,
2460496.500000000, A.D. 2024-Jul-05 00:00:00.0000,  1.367458151861478E+00,  3.000196595111890E-01, -2.679657450019638E-02, -2.638356715980293E-03,  1.373164583188140E-02,  3.596146785165697E-04,
2460497.500000000, A.D. 2024-Jul-06 00:00:00.0000,  1.364887299711695E+00,  3.137235048293812E-01, -2.645321915032444E-02, -2.502750013782619E-03,  1.368751667072406E-02,  3.273923120659877E-04,
2460498.500000000, A.D. 2024-Jul-07 00:00:00.0000,  1.362450970055050E+00,  3.274175393014077E-01, -2.614084524897684E-02, -2.372177336045522E-03,  1.371178362353229E-02,  2.979979657059570E-04,
2460499.500000000, A.D. 2024-Jul-08 00:00:00.0000,  1.360135641117737E+00,  3.411687299856839E-01, -2.585562179065942E-02, -2.263470544733465E-03,  1.380088834471970E-02,  2.733979811829353E-04,
2460500.500000000, A.D. 2024-Jul-09 00:00:00.0000,  1.357911559123649E+00,  3.550384339811520E-01, -2.559188962051128E-02, -2.192095643978365E-03,  1.394722672052772E-02,  2.552636265524204E-04,
2460501.500000000, A.D. 2024-Jul-10 00:00:00.0000,  1.355734585647147E+00,  3.690785652066342E-01, -2.534250924428601E-02, -2.171208674533237E-03,  1.413961313960901E-02,  2.448691751452481E-04,
2460502.500000000, A.D. 2024-Jul-11 00:00:00.0000,  1.353548923126666E+00,  3.833283375876826E-01, -2.509929891652959E-02, -2.210852476011840E-03,  1.436396316602222E-02,  2.430141941879459E-04,
2460503.500000000, A.D. 2024-Jul-12 00:00:00.0000,  1.351290552334591E+00,  3.978117832508176E-01, -2.485353629293842E-02, -2.317343291767041E-03,  1.460415297513938E-02,  2.499747791012825E-04,
2460504.500000000, A.D. 2024-Jul-13 00:00:00.0000,  1.348891172187777E+00,  4.125361970691720E-01, -2.459649305745967E-02, -2.492884621179125E-03,  1.484300314732483E-02,  2.654867079160170E-04,
2460505.500000000, A.D. 2024-Jul-14 00:00:00.0000,  1.346282401653673E+00,  4.274916024175939E-01, -2.431996992469536E-02, -2.735431867525538E-03,  1.506332683774948E-02,  2.887615444796619E-04,
2460506.500000000, A.D. 2024-Jul-15 00:00:00.0000,  1.343399987525074E+00,  4.426512707242911E-01, -2.401679939529010E-02, -3.038816027313440E-03,  1.524897841234669E-02,  3.185347053960467E-04,
2460507.500000000, A.D. 2024-Jul-16 00:00:00.0000,  1.340187761477236E+00,  4.579732631496687E-01, -2.368128560770370E-02, -3.393118870222442E-03,  1.538583860989259E-02,  3.531425557255049E-04,
2460508.500000000, A.D. 2024-Jul-17 00:00:00.0000,  1.336601105108242E+00,  4.734029003995355E-01, -2.330955446505175E-02, -3.785276739664661E-03,  1.546267616063899E-02,  3.906238356414225E-04,
2460509.500000000, A.D. 2024-Jul-18 00:00:00.0000,  1.332609711665331E+00,  4.888760100868426E-01, -2.289979268704798E-02, -4.199876171906133E-03,  1.547183331978338E-02,  4.288392402240097E-04,
2460510.500000000, A.D. 2024-Jul-19 00:00:00.0000,  1.328199476045823E+00,  5.043227536427881E-01, -2.245236121046395E-02, -4.620092820531821E-03,  1.540969351210925E-02,  4.656018609000546E-04,
2460511.500000000, A.D. 2024-Jul-20 00:00:00.0000,  1.323373397814787E+00,  5.196717994376568E-01, -2.196977602312255E-02, -5.028716424266512E-03,  1.527690257457072E-02,  4.988105301223358E-04,
2460512.500000000, A.D. 2024-Jul-21 00:00:00.0000,  1.318151442162296E+00,  5.348545876613691E-01, -2.145655759919966E-02, -5.409199315069930E-03,  1.507833010286310E-02,  5.265779359879559E-04,
2460513.500000000, A.D. 2024-Jul-22 00:00:00.0000,  1.312569367263366E+00,  5.498094269198840E-01, -2.091895811560075E-02, -5.746664535223042E-03,  1.482277325199436E-02,  5.473456953880480E-04,
2460514.500000000, A.D. 2024-Jul-23 00:00:00.0000,  1.306676589529562E+00,  5.644851727650884E-01, -2.036458308221754E-02, -6.028812093971950E-03,  1.452242105542591E-02,  5.599793696680286E-04,
2460515.500000000, A.D. 2024-Jul-24 00:00:00.0000,  1.300533216907386E+00,  5.788442638663732E-01, -1.980193045758369E-02, -6.246668104138564E-03,  1.419211194135333E-02,  5.638376301832966E-04,
2460516.500000000, A.D. 2024-Jul-25 00:00:00.0000,  1.294206431106295E+00,  5.928649306991378E-01, -1.923987535237185E-02, -6.395131123055320E-03,  1.384842972235155E-02,  5.588113583538190E-04,
2460517.500000000, A.D. 2024-Jul-26 00:00:00.0000,  1.287766439337011E+00,  6.065424420820374E-01, -1.868713174022505E-02, -6.473282385178645E-03,  1.350869316597546E-02,  5.453302955678427E-04,
2460518.500000000, A.D. 2024-Jul-27 00:00:00.0000,  1.281282242390504E+00,  6.198893135636587E-01, -1.815172399747068E-02, -6.484441009199186E-03,  1.318990074879333E-02,  5.243368364420375E-04,
2460519.500000000, A.D. 2024-Jul-28 00:00:00.0000,  1.274817477088384E+00,  6.329344649611910E-01, -1.764050049468123E-02, -6.435960815610590E-03,  1.290769494333974E-02,  4.972285646794489E-04,
2460520.500000000, A.D. 2024-Jul-29 00:00:00.0000,  1.268426586601107E+00,  6.457213784282151E-01, -1.715871889925511E-02, -6.338781141971096E-03,  1.267540919744544E-02,  4.657730350084768E-04,
2460521.500000000, A.D. 2024-Jul-30 00:00:00.0000,  1.262151552137164E+00,  6.583053693709533E-01, -1.670972847512283E-02, -6.206759035861262E-03,  1.250325571635530E-02,  4.319999931001326E-04,
2460522.500000000, A.D. 2024-Jul-31 00:00:00.0000,  1.256019385275450E+00,  6.707501366279262E-01, -1.629476875071954E-02, -6.055823541557824E-03,  1.239770357340720E-02,  3.980776034651144E-04,
2460523.500000000, A.D. 2024-Aug-01 00:00:00.0000,  1.250040533832645E+00,  6.831238022769412E-01, -1.591289683082717E-02, -5.903003660591708E-03,  1.236108507212732E-02,  3.661802381373498E-04,
2460524.500000000, A.D. 2024-Aug-02 00:00:00.0000,  1.244208298455003E+00,  6.954946825531905E-01, -1.556104778422148E-02, -5.765389268841995E-03,  1.239145436020980E-02,  3.383558932700816E-04,
2460525.500000000, A.D. 2024-Aug-03 00:00:00.0000,  1.238499295494246E+00,  7.079270477556933E-01, -1.523422442481046E-02, -5.659088342928153E-03,  1.248270691395719E-02,  3.164013151526183E-04,
2460526.500000000, A.D. 2024-Aug-04 00:00:00.0000,  1.232874937928030E+00,  7.204771296896838E-01, -1.492580491362882E-02, -5.598244069397585E-03,  1.262495260607177E-02,  3.017524450364471E-04,
2460527.500000000, A.D. 2024-Aug-05 00:00:00.0000,  1.227283844008690E+00,  7.331896200999218E-01, -1.462794942441177E-02, -5.594171768954795E-03,  1.280511960326455E-02,  2.953968624230867E-04,
2460528.500000000, A.D. 2024-Aug-06 00:00:00.0000,  1.221665026755911E+00,  7.460948736122938E-01, -1.433208107532600E-02, -5.654668266548263E-03,  1.300775226753492E-02,  2.978135672391243E-04,
2460529.500000000, A.D. 2024-Aug-07 00:00:00.0000,  1.215951669797917E+00,  7.592069857422679E-01, -1.402941180171477E-02, -5.783535817752527E-03,  1.321595441741763E-02,  3.089437726594973E-04,
2460530.500000000, A.D. 2024-Aug-08 00:00:00.0000,  1.210075259312553E+00,  7.725228631692626E-01, -1.371148110444311E-02, -5.980349618659554E-03,  1.341242044586360E-02,  3.281944896395192E-04,
2460531.500000000, A.D. 2024-Aug-09 00:00:00.0000,  1.203969820104392E+00,  7.860223429715114E-01, -1.337067482253624E-02, -6.240483080005393E-03,  1.358049141673507E-02,  3.544746865430997E-04,
2460532.500000000, A.D. 2024-Aug-10 00:00:00.0000,  1.197575997503494E+00,  7.996693535556769E-01, -1.300069229639615E-02, -6.555389327019225E-03,  1.370517172730153E-02,  3.862618191966778E-04,
2460533.500000000, A.D. 2024-Aug-11 00:00:00.0000,  1.190844736173889E+00,  8.134140464977255E-01, -1.259693343534128E-02, -6.913121760782233E-03,  1.377404434207559E-02,  4.216946745147439E-04,
2460534.500000000, A.D. 2024-Aug-12 00:00:00.0000,  1.183740331500023E+00,  8.271957693083168E-01, -1.215678208779034E-02, -7.299061938854577E-03,  1.377802879918630E-02,  4.586868667827516E-04,
2460535.500000000, A.D. 2024-Aug-13 00:00:00.0000,  1.176242667476410E+00,  8.409466978581773E-01, -1.167976843530737E-02, -7.696810386391860E-03,  1.371193577205586E-02,  4.950540637787996E-04,
2460536.500000000, A.D. 2024-Aug-14 00:00:00.0000,  1.168348504628065E+00,  8.545959069755270E-01, -1.116760050773728E-02, -8.089186011833980E-03,  1.357478436750943E-02,  5.286471810586236E-04,
2460537.500000000, A.D. 2024-Aug-15 00:00:00.0000,  1.160071739414412E+00,  8.680736310112709E-01, -1.062406289696554E-02, -8.459273188758122E-03,  1.336986281449694E-02,  5.574834235464727E-04,
2460538.500000000, A.D. 2024-Aug-16 00:00:00.0000,  1.151442619285249E+00,  8.813154545848628E-01, -1.005478884497796E-02, -8.791452671382973E-03,  1.310452884802002E-02,  5.798671909725532E-04,
2460539.500000000, A.D. 2024-Aug-17 00:00:00.0000,  1.142505961237840E+00,  8.942661779795089E-01, -9.466919603326710E-03, -9.072353488451507E-03,  1.278976195806621E-02,  5.944934775635995E-04,
2460540.500000000, A.D. 2024-Aug-18 00:00:00.0000,  1.133318482485743E+00,  9.068831214918930E-01, -8.868671834546428E-03, -9.291667762588815E-03,  1.243949480076084E-02,  6.005274561437398E-04,
2460541.500000000, A.D. 2024-Aug-19 00:00:00.0000,  1.123945405988576E+00,  9.191386672520423E-01, -8.268839432761202E-03, -9.442778763674166E-03,  1.206976453546544E-02,  5.976553903242493E-04,
2460542.500000000, A.D. 2024-Aug-20 00:00:00.0000,  1.114456547808192E+00,  9.310218835262587E-01, -7.676260139552769E-03, -9.523163904138007E-03,  1.169773583167274E-02,  5.861037718556984E-04,
2460543.500000000, A.D. 2024-Aug-21 00:00:00.0000,  1.104922124854357E+00,  9.425391324623578E-01, -7.099279478458516E-03, -9.534548106106112E-03,  1.134065512077418E-02,  5.666255176634145E-04,
2460544.500000000, A.D. 2024-Aug-22 00:00:00.0000,  1.095408538633314E+00,  9.537136242202707E-01, -6.545244695399531E-03, -9.482798183700389E-03,  1.101479986926072E-02,  5.404540666658118E-04,
2460545.500000000, A.D. 2024-Aug-23 00:00:00.0000,  1.085974392074804E+00,  9.645839446750876E-01, -6.020059562266105E-03, -9.377564679370494E-03,  1.073448694972082E-02,  5.092281754103719E-04,
2460546.500000000, A.D. 2024-Aug-24 00:00:00.0000,  1.076666982299518E+00,  9.752016464676174E-01, -5.527827188939936E-03, -9.231693000704108E-03,  1.051120056441272E-02,  4.748920009800787E-04,
2460547.500000000, A.D. 2024-Aug-25 00:00:00.0000,  1.067519483168576E+00,  9.856280502916271E-01, -5.070602622716472E-03, -9.060439767784220E-03,  1.035289288382473E-02,  4.395765645452555E-04,
2460548.500000000, A.D. 2024-Aug-26 00:00:00.0000,  1.058548989398368E+00,  9.959304514627554E-01, -4.648270320485068E-03, -8.880542153578476E-03,  1.026350004786183E-02,  4.054698229598284E-04,
