

*******************************************************************************
Ephemeris / WWW_USER Sat Jun  6 17:48:07 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar099}
Center body name: Sun (10)                        {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2024-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2026-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 695700.0, 0.0              {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460549.500000000, A.D. 2024-Aug-27 00:00:00.0000,  1.049755541489964E+00,  1.006177963075835E+00, -4.258553965113621E-03, -8.709196960853665E-03,  1.024270304984867E-02,  3.746832695894977E-04,
2460550.500000000, A.D. 2024-Aug-28 00:00:00.0000,  1.041122190915157E+00,  1.016437249215767E+00, -3.897158027155446E-03, -8.563011680507628E-03,  1.028594808160670E-02,  3.491231954007853E-04,
2460551.500000000, A.D. 2024-Aug-29 00:00:00.0000,  1.032616101570001E+00,  1.026768408392182E+00, -3.558032439275406E-03, -8.456991487223805E-03,  1.038472509433538E-02,  3.303744579688269E-04,
2460552.500000000, A.D. 2024-Aug-30 00:00:00.0000,  1.024190620320556E+00,  1.037221258209451E+00, -3.233744244224010E-03, -8.403623947523782E-03,  1.052708759557896E-02,  3.196038488448932E-04,
2460553.500000000, A.D. 2024-Aug-31 00:00:00.0000,  1.015788190375609E+00,  1.047832247817576E+00, -2.915933554907537E-03, -8.412117263328186E-03,  1.069838199370214E-02,  3.174889578926113E-04,
2460554.500000000, A.D. 2024-Sep-01 00:00:00.0000,  1.007343929828827E+00,  1.058622186407955E+00, -2.595826024047384E-03, -8.487838498769090E-03,  1.088214201274502E-02,  3.241768717213975E-04,
2460555.500000000, A.D. 2024-Sep-02 00:00:00.0000,  9.987896571522130E-01,  1.069594926258270E+00, -2.264770574628979E-03, -8.631986033766408E-03,  1.106109363252517E-02,  3.392752191026475E-04,
2460556.500000000, A.D. 2024-Sep-03 00:00:00.0000,  9.900581181693352E-01,  1.080737080627490E+00, -1.914769601791883E-03, -8.841516214640920E-03,  1.121820927287720E-02,  3.618761080408521E-04,
2460557.500000000, A.D. 2024-Sep-04 00:00:00.0000,  9.810871567526263E-01,  1.092018793702219E+00, -1.538969316300153E-03, -9.109328680205702E-03,  1.133774694222931E-02,  3.906114975879843E-04,
2460558.500000000, A.D. 2024-Sep-05 00:00:00.0000,  9.718235749219217E-01,  1.103395515644847E+00, -1.132080330770983E-03, -9.424699061907118E-03,  1.140621099356661E-02,  4.237366280134948E-04,
2460559.500000000, A.D. 2024-Sep-06 00:00:00.0000,  9.622264469601930E-01,  1.114810674505519E+00, -6.907028433077484E-04, -9.773932666310220E-03,  1.141317591482254E-02,  4.592364193724220E-04,
2460560.500000000, A.D. 2024-Sep-07 00:00:00.0000,  9.522696854527235E-01,  1.126199082073134E+00, -2.135365897274645E-04, -1.014119928334675E-02,  1.135192292373836E-02,  4.949483519822857E-04,
2460561.500000000, A.D. 2024-Sep-08 00:00:00.0000,  9.419437027700417E-01,  1.137490865989434E+00,  2.985372385161598E-04, -1.050949822715829E-02,  1.121985053756306E-02,  5.286943400011305E-04,
2460562.500000000, A.D. 2024-Sep-09 00:00:00.0000,  9.312560666723244E-01,  1.148615688361130E+00,  8.425071060965927E-04, -1.086169476776612E-02,  1.101863407529877E-02,  5.584135576447523E-04,
2460563.500000000, A.D. 2024-Sep-10 00:00:00.0000,  9.202311100485807E-01,  1.159506993634048E+00,  1.413412158411171E-03, -1.118156475127114E-02,  1.075412437430479E-02,  5.822881170589376E-04,
2460564.500000000, A.D. 2024-Sep-11 00:00:00.0000,  9.089085185758877E-01,  1.170106026707604E+00,  2.004642120814413E-03, -1.145478370569985E-02,  1.043599190119141E-02,  5.988539320265703E-04,
2460565.500000000, A.D. 2024-Sep-12 00:00:00.0000,  8.973409824048206E-01,  1.180365376278023E+00,  2.608337786463702E-03, -1.166980011620019E-02,  1.007713795180083E-02,  6.070900049908773E-04,
2460566.500000000, A.D. 2024-Sep-13 00:00:00.0000,  8.855910550493531E-01,  1.190251827349796E+00,  3.215867673296135E-03, -1.181853962112091E-02,  9.692908840906202E-03,  6.064806928762015E-04,
2460567.500000000, A.D. 2024-Sep-14 00:00:00.0000,  8.737274110024605E-01,  1.199748348979375E+00,  3.818351785563120E-03, -1.189689719825189E-02,  9.300161007328337E-03,  5.970471593837154E-04,
2460568.500000000, A.D. 2024-Sep-15 00:00:00.0000,  8.618207302623391E-01,  1.208855096043692E+00,  4.407200542859045E-03, -1.190498733794627E-02,  8.916234045163595E-03,  5.793461003320656E-04,
2460569.500000000, A.D. 2024-Sep-16 00:00:00.0000,  8.499394607023478E-01,  1.217589363945139E+00,  4.974636015231279E-03, -1.184713694326354E-02,  8.557894271940078E-03,  5.544358170000327E-04,
2460570.500000000, A.D. 2024-Sep-17 00:00:00.0000,  8.381457166654263E-01,  1.225984499010561E+00,  5.514163682380519E-03, -1.173162138161771E-02,  8.240313241937667E-03,  5.238117016912157E-04,
2460571.500000000, A.D. 2024-Sep-18 00:00:00.0000,  8.264915638581101E-01,  1.234087831020674E+00,  6.020965951601885E-03, -1.157015978486607E-02,  7.976143489440922E-03,  4.893150702869060E-04,
2460572.500000000, A.D. 2024-Sep-19 00:00:00.0000,  8.150159170659799E-01,  1.241957753932577E+00,  6.492193439287200E-03, -1.137720037676373E-02,  7.774747863409166E-03,  4.530209031472225E-04,
2460573.500000000, A.D. 2024-Sep-20 00:00:00.0000,  8.037422398456507E-01,  1.249660132796006E+00,  6.927136254437395E-03, -1.116903939974900E-02,  7.641629452285935E-03,  4.171113373246140E-04,
2460574.500000000, A.D. 2024-Sep-21 00:00:00.0000,  7.926771864462306E-01,  1.257264255949032E+00,  7.327264840083502E-03, -1.096282735835629E-02,  7.578096865874542E-03,  3.837426212895280E-04,
2460575.500000000, A.D. 2024-Sep-22 00:00:00.0000,  7.818102687589835E-01,  1.264838579307191E+00,  7.696137882931651E-03, -1.077552318182496E-02,  7.581185280867983E-03,  3.549136480849876E-04,
2460576.500000000, A.D. 2024-Sep-23 00:00:00.0000,  7.711145685925962E-01,  1.272446522238406E+00,  8.039182907092169E-03, -1.062286008750969E-02,  7.643838052988804E-03,  3.323440876480164E-04,
2460577.500000000, A.D. 2024-Sep-24 00:00:00.0000,  7.605484518334878E-01,  1.280142571369729E+00,  8.363362930253507E-03, -1.051838620076071E-02,  7.755337820374153E-03,  3.173695484908607E-04,
2460578.500000000, A.D. 2024-Sep-25 00:00:00.0000,  7.500581799602148E-01,  1.287968929893726E+00,  8.676749507855063E-03, -1.047263842165807E-02,  7.901960818763563E-03,  3.108601579577685E-04,
2460579.500000000, A.D. 2024-Sep-26 00:00:00.0000,  7.395812596630339E-01,  1.295952916679677E+00,  8.988028199441786E-03, -1.049249990713258E-02,  8.067814510351747E-03,  3.131675231617442E-04,
2460580.500000000, A.D. 2024-Sep-27 00:00:00.0000,  7.290503263125530E-01,  1.304105273776104E+00,  9.305966612398405E-03, -1.058078034540900E-02,  8.235807444329730E-03,  3.241033057226977E-04,
2460581.500000000, A.D. 2024-Sep-28 00:00:00.0000,  7.183973244708812E-01,  1.312419485502427E+00,  9.638877459694696E-03, -1.073604461884889E-02,  8.388692214709240E-03,  3.429507181852944E-04,
2460582.500000000, A.D. 2024-Sep-29 00:00:00.0000,  7.075577305276904E-01,  1.320872150644530E+00,  9.994109371696404E-03, -1.095270030963777E-02,  8.510117933005793E-03,  3.685082452513436E-04,
2460583.500000000, A.D. 2024-Sep-30 00:00:00.0000,  6.964745599744091E-01,  1.329424385053622E+00,  1.037759650998637E-02, -1.122133871630744E-02,  8.585628040007672E-03,  3.991629259888049E-04,
2460584.500000000, A.D. 2024-Oct-01 00:00:00.0000,  6.851019149601490E-01,  1.338024169117664E+00,  1.079349444636677E-02, -1.152930858075369E-02,  8.603542600711040E-03,  4.329887248903690E-04,
2460585.500000000, A.D. 2024-Oct-02 00:00:00.0000,  6.734078558046438E-01,  1.346609496961469E+00,  1.124392451026689E-02, -1.186148753808853E-02,  8.555671277305818E-03,  4.678639910322166E-04,
2460586.500000000, A.D. 2024-Oct-03 00:00:00.0000,  6.613764213673153E-01,  1.355112135346471E+00,  1.172884219326444E-02, -1.220120425414052E-02,  8.437813509660058E-03,  5.016008454206419E-04,
2460587.500000000, A.D. 2024-Oct-04 00:00:00.0000,  6.490086750719751E-01,  1.363461763063089E+00,  1.224603763438687E-02, -1.253125502282481E-02,  8.250015410852863E-03,  5.320786076927738E-04,
2460588.500000000, A.D. 2024-Oct-05 00:00:00.0000,  6.363227127975778E-01,  1.371590238406409E+00,  1.279126815631027E-02, -1.283495282675853E-02,  7.996567717957953E-03,  5.573731226975445E-04,
2460589.500000000, A.D. 2024-Oct-06 00:00:00.0000,  6.233526321452931E-01,  1.379435734516305E+00,  1.335851477128383E-02, -1.309714489096512E-02,  7.685744925417349E-03,  5.758740999829659E-04,
2460590.500000000, A.D. 2024-Oct-07 00:00:00.0000,  6.101465259229729E-01,  1.386946490422079E+00,  1.394034701670926E-02, -1.330513669604865E-02,  7.329301502969577E-03,  5.863833169295133E-04,
2460591.500000000, A.D. 2024-Oct-08 00:00:00.0000,  5.967636221884010E-01,  1.394083949064578E+00,  1.452837387436650E-02, -1.344946611688520E-02,  6.941755908830832E-03,  5.881877011294020E-04,
2460592.500000000, A.D. 2024-Oct-09 00:00:00.0000,  5.832707452330226E-01,  1.400825090946530E+00,  1.511375327774104E-02, -1.352448047599754E-02,  6.539506058134718E-03,  5.811028327013391E-04,
2460593.500000000, A.D. 2024-Oct-10 00:00:00.0000,  5.697383132933981E-01,  1.407163821107800E+00,  1.568772913969757E-02, -1.352868131569639E-02,  6.139830185924828E-03,  5.654842098493371E-04,
2460594.500000000, A.D. 2024-Oct-11 00:00:00.0000,  5.562361170249313E-01,  1.413111324847361E+00,  1.624216315527837E-02, -1.346481586394412E-02,  5.759834023242852E-03,  5.422055894015515E-04,
2460595.500000000, A.D. 2024-Oct-12 00:00:00.0000,  5.428291361411194E-01,  1.418695370496753E+00,  1.677002895293043E-02, -1.333970961900512E-02,  5.415408478915015E-03,  5.126057237318429E-04,
2460596.500000000, A.D. 2024-Oct-13 00:00:00.0000,  5.295736492961231E-01,  1.423958601754384E+00,  1.726583846261861E-02, -1.316385026416740E-02,  5.120261392633020E-03,  4.784067436878300E-04,
2460597.500000000, A.D. 2024-Oct-14 00:00:00.0000,  5.165138744082297E-01,  1.428955923701089E+00,  1.772597450213994E-02, -1.295074828812793E-02,  4.885082410343523E-03,  4.416091671919978E-04,
2460598.500000000, A.D. 2024-Oct-15 00:00:00.0000,  5.036793442761954E-01,  1.433751141879894E+00,  1.814890930205310E-02, -1.271611329882148E-02,  4.716891896834890E-03,  4.043699358862938E-04,
2460599.500000000, A.D. 2024-Oct-16 00:00:00.0000,  4.910831775044323E-01,  1.438413059368559E+00,  1.853529564517326E-02, -1.247689625054168E-02,  4.618613571292907E-03,  3.688709134242630E-04,
2460600.500000000, A.D. 2024-Oct-17 00:00:00.0000,  4.787213501618862E-01,  1.443011269824082E+00,  1.888792506369129E-02, -1.225025598475740E-02,  4.588896923126198E-03,  3.371858632831936E-04,
2460601.500000000, A.D. 2024-Oct-18 00:00:00.0000,  4.665730125806472E-01,  1.447611903016454E+00,  1.921155564250808E-02, -1.205251310397554E-02,  4.622200244131722E-03,  3.111540192636218E-04,
2460602.500000000, A.D. 2024-Oct-19 00:00:00.0000,  4.546018319722991E-01,  1.452273582264489E+00,  1.951261992810211E-02, -1.189815496266176E-02,  4.709129219374024E-03,  2.922679562988101E-04,
2460603.500000000, A.D. 2024-Oct-20 00:00:00.0000,  4.427582789888239E-01,  1.457043840264989E+00,  1.979883075343167E-02, -1.179895243804675E-02,  4.837010432054412E-03,  2.815825948492274E-04,
2460604.500000000, A.D. 2024-Oct-21 00:00:00.0000,  4.309827187964435E-01,  1.461956211857326E+00,  2.007870901447849E-02, -1.176324233969573E-02,  4.990664813058880E-03,  2.796508888848256E-04,
2460605.500000000, A.D. 2024-Oct-22 00:00:00.0000,  4.192091181758221E-01,  1.467028180990078E+00,  2.036106219289912E-02, -1.179541922838826E-02,  5.153333870008471E-03,  2.864901257590143E-04,
2460606.500000000, A.D. 2024-Oct-23 00:00:00.0000,  4.073691426004903E-01,  1.472260107069798E+00,  2.065444542201975E-02, -1.189566763400138E-02,  5.307702213769894E-03,  3.015808941991947E-04,
2460607.500000000, A.D. 2024-Oct-24 00:00:00.0000,  3.953963934662087E-01,  1.477635196151456E+00,  2.096663795773912E-02, -1.205995098905299E-02,  5.436954035354460E-03,  3.238987782127744E-04,
2460608.500000000, A.D. 2024-Oct-25 00:00:00.0000,  3.832305270970214E-01,  1.483120518719946E+00,  2.130416697712371E-02, -1.228025794520806E-02,  5.525799113831742E-03,  3.519768408955652E-04,
2460609.500000000, A.D. 2024-Oct-26 00:00:00.0000,  3.708210043622047E-01,  1.488669011996991E+00,  2.167190774193948E-02, -1.254509105541050E-02,  5.561405788217967E-03,  3.839950886862800E-04,
2460610.500000000, A.D. 2024-Oct-27 00:00:00.0000,  3.581302422634745E-01,  1.494222344676439E+00,  2.207278450746276E-02, -1.284016802733123E-02,  5.534184005653425E-03,  4.178914624648885E-04,
2460611.500000000, A.D. 2024-Oct-28 00:00:00.0000,  3.451359753185089E-01,  1.499714469402897E+00,  2.250759041327565E-02, -1.314929278934414E-02,  5.438370711873050E-03,  4.514875888418746E-04,
2460612.500000000, A.D. 2024-Oct-29 00:00:00.0000,  3.318326827494313E-01,  1.505075646371711E+00,  2.297493733799872E-02, -1.345534325768898E-02,  5.272381895431387E-03,  4.826216257428931E-04,
2460613.500000000, A.D. 2024-Oct-30 00:00:00.0000,  3.182319944465333E-01,  1.510236692701447E+00,  2.347133877607599E-02, -1.374131557596090E-02,  5.038909805834522E-03,  5.092801018632526E-04,
2460614.500000000, A.D. 2024-Oct-31 00:00:00.0000,  3.043620509475193E-01,  1.515133198464528E+00,  2.399142068374327E-02, -1.399136115105443E-02,  4.744759405443156E-03,  5.297207089622313E-04,
2460615.500000000, A.D. 2024-Nov-01 00:00:00.0000,  2.902658564540628E-01,  1.519709452295288E+00,  2.452824743757390E-02, -1.419175325212090E-02,  4.400434032234209E-03,  5.425785600588125E-04,
2460616.500000000, A.D. 2024-Nov-02 00:00:00.0000,  2.759987253088699E-01,  1.523921837202325E+00,  2.507374302940902E-02, -1.433172423324765E-02,  4.019495547044283E-03,  5.469494349348262E-04,
2460617.500000000, A.D. 2024-Nov-03 00:00:00.0000,  2.616249776325706E-01,  1.527741489515509E+00,  2.561918181469215E-02, -1.440412232238694E-02,  3.617737982329699E-03,  5.424449339089856E-04,
2460618.500000000, A.D. 2024-Nov-04 00:00:00.0000,  2.472140856017256E-01,  1.531156058829677E+00,  2.615571889074270E-02, -1.440584792311780E-02,  3.212225078550725E-03,  5.292161742703629E-04,
2460619.500000000, A.D. 2024-Nov-05 00:00:00.0000,  2.328365053471391E-01,  1.534170461626355E+00,  2.667492776507375E-02, -1.433804283454115E-02,  2.820250396682488E-03,  5.079445887095870E-04,
2460620.500000000, A.D. 2024-Nov-06 00:00:00.0000,  2.185594486224581E-01,  1.536806582616382E+00,  2.716931252887330E-02, -1.420602086489132E-02,  2.458283413364157E-03,  4.798003931864583E-04,
2460621.500000000, A.D. 2024-Nov-07 00:00:00.0000,  2.044428520660644E-01,  1.539101942008066E+00,  2.763276330504785E-02, -1.401894406581012E-02,  2.140965857893749E-03,  4.463712549267874E-04,
2460622.500000000, A.D. 2024-Nov-08 00:00:00.0000,  1.905357898300200E-01,  1.541107409957757E+00,  2.806092719943901E-02, -1.378926431615030E-02,  1.880219490260326E-03,  4.095655040580197E-04,
2460623.500000000, A.D. 2024-Nov-09 00:00:00.0000,  1.768735483143304E-01,  1.542884107559693E+00,  2.845147213656614E-02, -1.353196430241303E-02,  1.684519721667599E-03,  3.714957891046133E-04,
2460624.500000000, A.D. 2024-Nov-10 00:00:00.0000,  1.634755413730718E-01,  1.544499683334970E+00,  2.880422749256294E-02, -1.326364418283769E-02,  1.558379366153168E-03,  3.343502726783225E-04,
2460625.500000000, A.D. 2024-Nov-11 00:00:00.0000,  1.503441931121121E-01,  1.546024192258751E+00,  2.912119294966191E-02, -1.300150962818103E-02,  1.502074008429453E-03,  3.002592224073549E-04,
2460626.500000000, A.D. 2024-Nov-12 00:00:00.0000,  1.374648563988376E-01,  1.547525828599060E+00,  2.940641503167178E-02, -1.276232294219361E-02,  1.511625746376612E-03,  2.711651317503615E-04,
2460627.500000000, A.D. 2024-Nov-13 00:00:00.0000,  1.248067720493928E-01,  1.549066772754002E+00,  2.966573884882455E-02, -1.256138122110090E-02,  1.579046298396543E-03,  2.487042918216158E-04,
2460628.500000000, A.D. 2024-Nov-14 00:00:00.0000,  1.123250102017725E-01,  1.550699405324195E+00,  2.990645019020491E-02, -1.241158386214644E-02,  1.692824635263529E-03,  2.341070358540463E-04,
2460629.500000000, A.D. 2024-Nov-15 00:00:00.0000,  9.996327549464221E-02,  1.552463119265636E+00,  3.013682978772074E-02, -1.232264627951195E-02,  1.838629396539477E-03,  2.281227378905160E-04,
2460630.500000000, A.D. 2024-Nov-16 00:00:00.0000,  8.765740500223998E-02,  1.554381924499318E+00,  3.036564693021857E-02, -1.230050777103672E-02,  2.000183270656266E-03,  2.309741390665619E-04,
2460631.500000000, A.D. 2024-Nov-17 00:00:00.0000,  7.533934563431521E-02,  1.556462991031805E+00,  3.060162330446415E-02, -1.234696963769912E-02,  2.160256029348064E-03,  2.423437852665232E-04,
2460632.500000000, A.D. 2024-Nov-18 00:00:00.0000,  6.294136847295297E-02,  1.558696219414300E+00,  3.085289975578357E-02, -1.245958561503645E-02,  2.301715662559089E-03,  2.613933998668229E-04,
2460633.500000000, A.D. 2024-Nov-19 00:00:00.0000,  5.040026307032947E-02,  1.561054864726610E+00,  3.112653848343285E-02, -1.263181129755858E-02,  2.408573519001502E-03,  2.868150100600920E-04,
2460634.500000000, A.D. 2024-Nov-20 00:00:00.0000,  3.766125595449004E-02,  1.563497176034156E+00,  3.142809102474085E-02, -1.285340345741989E-02,  2.466959728425777E-03,  3.169107153669824E-04,
2460635.500000000, A.D. 2024-Nov-21 00:00:00.0000,  2.468141440779096E-02,  1.565968951346035E+00,  3.176125837011277E-02, -1.311104491702230E-02,  2.465969427544600E-03,  3.496962386085814E-04,
2460636.500000000, A.D. 2024-Nov-22 00:00:00.0000,  1.143232796803456E-02,  1.568406852276795E+00,  3.212766393337451E-02, -1.338915686379729E-02,  2.398328185335315E-03,  3.830219406808515E-04,
2460637.500000000, A.D. 2024-Nov-23 00:00:00.0000, -2.098095857323880E-03,  1.570742276291135E+00,  3.252675322100876E-02, -1.367084906494700E-02,  2.260836050458570E-03,  4.147039149476804E-04,
2460638.500000000, A.D. 2024-Nov-24 00:00:00.0000, -1.590483116195475E-02,  1.572905550413445E+00,  3.295582631841570E-02, -1.393895004455690E-02,  2.054563142435069E-03,  4.426571685365897E-04,
2460639.500000000, A.D. 2024-Nov-25 00:00:00.0000, -2.996597730479090E-02,  1.574830190683323E+00,  3.341020121217917E-02, -1.417705441277160E-02,  1.784784861745333E-03,  4.650227723033527E-04,
2460640.500000000, A.D. 2024-Nov-26 00:00:00.0000, -4.424403181037741E-02,  1.576456967628151E+00,  3.388349798894425E-02, -1.437052348312517E-02,  1.460660679011007E-03,  4.802812259708217E-04,
2460641.500000000, A.D. 2024-Nov-27 00:00:00.0000, -5.868811489060669E-02,  1.577737529851100E+00,  3.436802658127232E-02, -1.450737816180163E-02,  1.094676097829456E-03,  4.873451252536599E-04,
2460642.500000000, A.D. 2024-Nov-28 00:00:00.0000, -7.323700994870924E-02,  1.578637364777794E+00,  3.485525441776672E-02, -1.457902966979153E-02,  7.018818103338480E-04,  4.856254829156186E-04,
2460643.500000000, A.D. 2024-Nov-29 00:00:00.0000, -8.782283467125579E-02,  1.579137916023522E+00,  3.533632546268999E-02, -1.458080354564359E-02,  2.989764231273321E-04,  4.750676608068416E-04,
2460644.500000000, A.D. 2024-Nov-30 00:00:00.0000, -1.023751188615869E-01,  1.579237728268662E+00,  3.580259899605531E-02, -1.451222497517383E-02, -9.671131384680421E-05,  4.561547207751910E-04,
2460645.500000000, A.D. 2024-Dec-01 00:00:00.0000, -1.168250403658214E-01,  1.578952549827116E+00,  3.624617528097857E-02, -1.437704804606458E-02, -4.682787052823337E-04,  4.298779889815032E-04,
2460646.500000000, A.D. 2024-Dec-02 00:00:00.0000, -1.311095608038014E-01,  1.578314386647159E+00,  3.666037606506799E-02, -1.418302713812809E-02, -8.002793309658307E-04,  3.976766262318075E-04,
2460647.500000000, A.D. 2024-Dec-03 00:00:00.0000, -1.451752089279779E-01,  1.577369565422302E+00,  3.704015061725488E-02, -1.394144438528301E-02, -1.079664475514561E-03,  3.613498869947491E-04,
2460648.500000000, A.D. 2024-Dec-04 00:00:00.0000, -1.589812809187130E-01,  1.576175923911728E+00,  3.738238254185437E-02, -1.366642202747554E-02, -1.296578360792378E-03,  3.229474193340169E-04,
2460649.500000000, A.D. 2024-Dec-05 00:00:00.0000, -1.725022624759453E-01,  1.574799299789164E+00,  3.768607866126693E-02, -1.337406159471050E-02, -1.444958684271970E-03,  2.846443010664897E-04,
2460650.500000000, A.D. 2024-Dec-06 00:00:00.0000, -1.857293250186951E-01,  1.573309532110086E+00,  3.795242844961965E-02, -1.308146241410595E-02, -1.522905848249816E-03,  2.486084330806028E-04,
2460651.500000000, A.D. 2024-Dec-07 00:00:00.0000, -1.986708047621063E-01,  1.571776219204582E+00,  3.818473039338249E-02, -1.280567927518401E-02, -1.532798373539300E-03,  2.168683696195782E-04,
2460652.500000000, A.D. 2024-Dec-08 00:00:00.0000, -2.113516354621564E-01,  1.570264491656507E+00,  3.838818976960921E-02, -1.256268280482757E-02, -1.481147463216256E-03,  1.911896416012215E-04,
2460653.500000000, A.D. 2024-Dec-09 00:00:00.0000, -2.238117694181103E-01,  1.568831058111193E+00,  3.856960017254082E-02, -1.236638594993472E-02, -1.378199583638669E-03,  1.729671169819472E-04,
2460654.500000000, A.D. 2024-Dec-10 00:00:00.0000, -2.361036830131609E-01,  1.567520765017766E+00,  3.873692820722894E-02, -1.222779593153320E-02, -1.237311290196793E-03,  1.631399631965113E-04,
2460655.500000000, A.D. 2024-Dec-11 00:00:00.0000, -2.482891188946282E-01,  1.566363880072983E+00,  3.889882667316449E-02, -1.215434337478741E-02, -1.074134409254558E-03,  1.621343947927026E-04,
2460656.500000000, A.D. 2024-Dec-12 00:00:00.0000, -2.604352634430958E-01,  1.565374265005283E+00,  3.906410592196411E-02, -1.214942952118509E-02, -9.056612575930698E-04,  1.698376973032918E-04,
2460657.500000000, A.D. 2024-Dec-13 00:00:00.0000, -2.726105926144757E-01,  1.564548549110935E+00,  3.924119562405685E-02, -1.221221914107383E-02, -7.491881292823887E-04,  1.856051149786189E-04,
2460658.500000000, A.D. 2024-Dec-14 00:00:00.0000, -2.848806394592434E-01,  1.563866353933300E+00,  3.943762976380829E-02, -1.233769177725436E-02, -6.212602628826161E-04,  2.082991833867165E-04,
2460659.500000000, A.D. 2024-Dec-15 00:00:00.0000, -2.973039413973160E-01,  1.563291555380936E+00,  3.965958626538602E-02, -1.251694818973140E-02, -5.366626137769390E-04,  2.363591062838557E-04,
2460660.500000000, A.D. 2024-Dec-16 00:00:00.0000, -3.099284143665810E-01,  1.562774506320254E+00,  3.991150932051993E-02, -1.273775330962247E-02, -5.075179617330188E-04,  2.678959441207375E-04,
2460661.500000000, A.D. 2024-Dec-17 00:00:00.0000, -3.227883749355038E-01,  1.562255084112899E+00,  4.019583744716028E-02, -1.298528259120307E-02, -5.425473505611997E-04,  3.008078079886917E-04,
2460662.500000000, A.D. 2024-Dec-18 00:00:00.0000, -3.359023919603719E-01,  1.561666377268010E+00,  4.051285386125233E-02, -1.324302625325671E-02, -6.465379594705214E-04,  3.329080347915046E-04,
2460663.500000000, A.D. 2024-Dec-19 00:00:00.0000, -3.492720987842086E-01,  1.560938786409917E+00,  4.086066828516872E-02, -1.349379628021582E-02, -8.200508461327658E-04,  3.620585317201471E-04,
2460664.500000000, A.D. 2024-Dec-20 00:00:00.0000, -3.628820384037476E-01,  1.560004289497806E+00,  4.123533130148202E-02, -1.372077478937881E-02, -1.059386375363788E-03,  3.863001641357606E-04,
2460665.500000000, A.D. 2024-Dec-21 00:00:00.0000, -3.767005510458558E-01,  1.558800611216750E+00,  4.163107427907394E-02, -1.390853983583496E-02, -1.356809449323893E-03,  4.039722347530460E-04,
2460666.500000000, A.D. 2024-Dec-22 00:00:00.0000, -3.906816500342332E-01,  1.557275042302965E+00,  4.204066024227997E-02, -1.404400609489324E-02, -1.701020814957557E-03,  4.138137630367566E-04,
2460667.500000000, A.D. 2024-Dec-23 00:00:00.0000, -4.047677715650678E-01,  1.555387675913287E+00,  4.245582428888313E-02, -1.411722306290304E-02, -2.077845710940181E-03,  4.150403887615417E-04,
2460668.500000000, A.D. 2024-Dec-24 00:00:00.0000, -4.188932307215145E-01,  1.553113863695754E+00,  4.286777670184085E-02, -1.412198211196247E-02, -2.471097858383568E-03,  4.073922136850766E-04,
2460669.500000000, A.D. 2024-Dec-25 00:00:00.0000, -4.329881729926577E-01,  1.550445741796221E+00,  4.326773807642611E-02, -1.405619538100306E-02, -2.863566105889249E-03,  3.911496637767995E-04,
2460670.500000000, A.D. 2024-Dec-26 00:00:00.0000, -4.469827803497976E-01,  1.547392733746317E+00,  4.364747383265664E-02, -1.392202339310272E-02, -3.238063561858642E-03,  3.671164019210418E-04,
2460671.500000000, A.D. 2024-Dec-27 00:00:00.0000, -4.608114754123848E-01,  1.543980999564613E+00,  4.399979552105140E-02, -1.372574362162514E-02, -3.578475244307650E-03,  3.365703349185971E-04,
2460672.500000000, A.D. 2024-Dec-28 00:00:00.0000, -4.744168673523173E-01,  1.540251864659872E+00,  4.431899835465102E-02, -1.347736803073615E-02, -3.870740378399753E-03,  3.011857069013618E-04,
2460673.500000000, A.D. 2024-Dec-29 00:00:00.0000, -4.877531989315616E-01,  1.536259324332337E+00,  4.460120828824753E-02, -1.319003291099638E-02, -4.103709449922568E-03,  2.629310292621571E-04,
2460674.500000000, A.D. 2024-Dec-30 00:00:00.0000, -5.007890844861393E-01,  1.532066776033470E+00,  4.484461748076773E-02, -1.287919820615349E-02, -4.269823746555925E-03,  2.239490670805904E-04,
2460675.500000000, A.D. 2024-Dec-31 00:00:00.0000, -5.135093719057401E-01,  1.527743178632063E+00,  4.504959378313125E-02, -1.256170514679113E-02, -4.365575947777137E-03,  1.864261974213256E-04,
2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000, -5.259160150743113E-01,  1.523358872874582E+00,  4.521865757585235E-02, -1.225474965192352E-02, -4.391723684635029E-03,  1.524591048600551E-04,
2460677.500000000, A.D. 2025-Jan-02 00:00:00.0000, -5.380279035740964E-01,  1.518981317888092E+00,  4.535632736887359E-02, -1.197483409998589E-02, -4.353243047533303E-03,  1.239269441131124E-04,
